municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 17:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 18:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 19:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 20:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 21:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 22:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-28 23:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 00:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 01:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 02:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 03:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 04:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 05:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 06:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 07:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:40:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 08:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:00:00.0;0,20;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:40:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 09:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:40:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 10:50:00.0;0,20;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 11:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 12:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 13:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 14:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 15:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 16:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 17:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 18:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 19:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 20:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 21:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 22:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-29 23:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 00:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:40:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 01:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:40:00.0;0,20;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 02:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:40:00.0;0,20;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 03:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:40:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 04:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:10:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:20:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:30:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:40:00.0;0,20;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 05:50:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 06:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 07:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 08:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 09:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 10:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 11:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 12:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 13:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 14:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 15:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 16:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 17:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 18:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 19:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 20:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 21:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 22:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-30 23:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 00:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 01:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 02:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 03:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 04:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 05:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 06:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 07:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 08:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 09:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 10:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 11:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 12:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 13:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 14:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 15:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 16:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 17:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 18:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 19:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 20:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 21:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 22:00:00.0;0,00;
CURITIBA;410690202A;PR;CEI Romário Martins;-49,25527;-25,3536;2016-10-31 23:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 00:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 01:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 02:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 03:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 04:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 05:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 06:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 07:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 08:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 09:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 10:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 11:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 11:10:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 11:20:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 11:30:00.0;0,20;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 11:40:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 12:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 13:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 14:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 15:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 16:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 17:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 18:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 19:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 20:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 21:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 22:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-01 23:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 00:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 01:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 02:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 03:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 04:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 05:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 06:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 07:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 08:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 09:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 10:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 11:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 12:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 13:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 14:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 15:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 16:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 17:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 18:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 19:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 20:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 21:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 22:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-02 23:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 00:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 01:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 02:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 03:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 04:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 05:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 06:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 06:10:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 06:20:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 06:30:00.0;0,20;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 06:40:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 07:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 08:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:10:00.0;0,20;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:20:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:30:00.0;0,40;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:40:00.0;0,40;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 09:50:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 10:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 11:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 12:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 13:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 14:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 15:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 16:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 17:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 18:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 19:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 20:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 21:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 22:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-03 23:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 00:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 01:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 02:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 03:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 04:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 05:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 06:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 07:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 08:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 09:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 10:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 11:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 12:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 13:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 14:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 15:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 16:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 17:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 18:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 19:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 20:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 21:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 22:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-04 23:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 00:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 01:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 02:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 03:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 04:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 05:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 06:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 07:00:00.0;0,20;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 07:10:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 08:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 09:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 10:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 11:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 12:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 13:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 14:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 15:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 16:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 17:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 18:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 18:10:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 18:20:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 18:30:00.0;0,20;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 18:40:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 19:00:00.0;0,00;
CURITIBA;410690203A;PR;Vista Alegre;-49,301;-25,413;2016-10-05 20:00:00.0;0,00;
